customer_id,name,age,transaction_count,total_online_order,total_cash_order,total_standard_cost,max_transaction_amount,min_transaction_amount,average_transaction_amount
3159,"Jesus MacShirie",56,2,0,2,304.85,$44.71,$260.14,152.425000
3171,"Leif ",56,3,0,3,1038.84,$75.26,$381.10,346.280000
3208,"Jeanne O'Meara",56,8,0,8,3000.57,$863.95,"$1,259.36",375.071250
3265,"Isaak Higounet",56,7,0,7,2717.70,$933.84,$125.07,388.242857
18,"Marjie Neasham",55,7,0,7,3857.13,$993.66,"$1,479.11",551.018571
58,"Dalenna Pinnock",55,8,0,8,2263.54,$594.68,"$1,203.40",282.942500
142,"Bentley Fortesquieu",55,11,0,11,3985.79,$950.52,"$1,234.29",362.344545
224,"Morgun Girvan",55,6,0,6,2517.37,$762.63,$101.58,419.561667
598,"Zebulen Swadon",55,7,0,7,2440.63,$748.90,$101.58,348.661429
653,"Maxy Hurles",55,5,0,5,1878.74,$709.48,$136.73,375.748000
662,"Bonnibelle Imos",55,7,0,7,2762.87,$950.52,$131.92,394.695714
676,"Curtis ",55,6,0,6,2740.22,$733.58,"$1,105.75",456.703333
790,"Yvonne ",55,8,0,8,4417.50,$954.82,$206.35,552.187500
835,"Zachary Matyukon",55,8,0,8,3784.89,$993.66,"$1,531.42",473.111250
1003,"Mariann O'Geaney",55,9,0,9,3810.81,$954.82,$108.76,423.423333
1005,"Kalila Birtwistle",55,5,0,5,1919.04,$863.95,"$1,580.47",383.808000
1059,"Chantal Plante",55,2,0,2,830.98,$596.55,$234.43,415.490000
1075,"Cullin Elcoate",55,6,0,6,2840.57,$770.89,"$1,516.13",473.428333
1097,"Gwenora Grabbam",55,3,0,3,1711.72,$933.84,$270.30,570.573333
1133,"Forrester McFetridge",55,7,0,7,2712.15,$649.49,"$1,043.77",387.450000
1149,"Ki Odo",55,4,0,4,1820.58,$950.52,"$1,580.47",455.145000
1169,"Kessiah Corden",55,7,0,7,3287.37,$818.01,$381.10,469.624286
1249,"Tabb McKeowon",55,5,0,5,2178.24,$993.66,$13.44,435.648000
1290,"Vassily Ramalho",55,9,0,9,2516.08,$99.59,"$1,759.85",279.564444
1386,"Mufinella Kalvin",56,3,0,3,535.49,$248.82,$125.07,178.496667
1399,"Kaye Clulow",55,4,0,4,1017.71,$614.80,"$1,203.40",254.427500
1435,"Derek Podmore",55,7,0,7,3459.88,$954.82,$248.82,494.268571
1449,"Ashly Abramamovh",55,6,0,6,2001.95,$733.58,"$1,759.85",333.658333
1503,"Del Scullin",55,8,0,8,3250.20,$764.96,"$1,610.90",406.275000
1516,"Ham Pietrusiak",55,5,0,5,1436.64,$667.40,$298.72,287.328000
1861,"Charlena Muzzi",55,6,0,6,3279.26,$954.82,$154.40,546.543333
1893,"Gunar Sleit",55,7,0,7,2687.30,$795.10,"$1,580.47",383.900000
1954,"Greg Iacovo",55,9,0,9,2326.11,$829.51,"$1,082.36",258.456667
2204,"Kacie Barthram",55,8,0,8,3058.08,$770.89,"$1,531.42",382.260000
2439,"Shelly Yakebovitch",55,6,0,6,1646.87,$99.59,"$1,580.47",274.478333
2503,"Devlin Laneham",55,4,0,4,2341.49,$778.69,$215.14,585.372500
2693,"Abram Phillipson",55,6,0,6,2356.33,$675.03,$230.09,392.721667
2748,"Dolorita Dufaur",55,4,0,4,1892.87,$667.40,$376.84,473.217500
2786,"Hubie Bottoner",55,6,0,6,1654.01,$84.99,$161.60,275.668333
2831,"Starlin Aysh",55,5,0,5,928.84,$84.99,$141.40,185.768000
2843,"Lorain Danforth",55,6,0,6,1998.51,$596.55,$211.37,333.085000
2877,"Vaughan Frank",55,9,0,9,3344.31,$99.59,$215.14,371.590000
2880,"Ingra Kelby",55,8,0,8,2004.04,$762.63,"$1,105.75",250.505000
2911,"Janenna Knowlman",55,2,0,2,1187.64,$874.90,$312.74,593.820000
3108,"Trip Ahmed",55,7,0,7,2699.29,$795.10,"$1,580.47",385.612857
3163,"Irvine Mc Mechan",55,6,0,6,2403.68,$764.96,"$1,167.18",400.613333
3170,"Bethanne Kytter",55,6,0,6,2540.24,$820.78,$381.10,423.373333
3182,"Catherina Hammel",55,4,0,4,822.57,$53.62,$173.18,205.642500
3217,"Lorena Titterrell",55,11,0,11,5169.48,$933.84,$151.96,469.952727
3246,"Norene Merle",55,5,0,5,1465.66,$689.18,"$1,259.36",293.132000
3361,"Riva Yushin",55,6,0,6,3796.25,$954.82,$234.43,632.708333
3368,"Tanya Boddis",55,5,0,5,1736.34,$778.69,"$1,082.36",347.268000
3470,"Catherina Ricca",55,8,0,8,3013.74,$820.78,"$1,167.18",376.717500
3500,"Josy Fleeman",55,6,0,6,1970.37,$874.90,"$1,167.18",328.395000
29,"Mona Sancraft",54,9,0,9,4680.27,$933.84,$101.58,520.030000
79,"Tybi Silliman",54,6,0,6,1800.86,$84.99,"$1,105.75",300.143333
96,"Heath Olford",54,3,0,3,1648.08,$84.99,$733.58,549.360000
304,"Paddy Mumbray",54,9,0,9,3241.30,$933.84,"$1,259.36",360.144444
318,"Libbie Castelin",54,7,0,7,2907.42,$954.82,"$1,259.36",415.345714
357,"Betta Shrimpton",54,8,0,8,3157.55,$829.65,"$1,167.18",394.693750
398,"Randee Douberday",54,7,0,7,3507.98,$933.84,$215.03,501.140000
458,"Osborn Pentony",54,5,0,5,2368.39,$954.82,$297.43,473.678000
581,"Brenna Dacks",54,4,0,4,1858.51,$733.58,"$1,516.13",464.627500
596,"Sue Chapelhow",54,3,0,3,1028.37,$874.90,$108.76,342.790000
622,"Arri Lamden",54,3,0,3,1637.02,$818.01,"$1,234.29",545.673333
694,"Lilith Lanning",54,5,0,5,1958.95,$74.51,$205.36,391.790000
715,"Royal Shinn",54,3,0,3,763.67,$513.85,"$1,105.75",254.556667
730,"Robb Poll",54,7,0,7,2113.21,$778.69,"$1,234.29",301.887143
791,"Tootsie Hurt",54,6,0,6,1255.80,$748.90,"$1,531.42",209.300000
876,"Neil Jencey",54,3,0,3,1561.45,$748.90,$381.10,520.483333
897,"Pris Fance",54,7,0,7,3232.14,$993.66,"$1,203.40",461.734286
912,"Vince Dalmon",54,7,0,7,3042.31,$820.78,$131.92,434.615714
960,"Lannie Crumley",54,4,0,4,1373.62,$762.63,"$1,082.36",343.405000
963,"Valery Haresign",54,12,0,12,4500.21,$829.51,"$1,259.36",375.017500
1057,"Laryssa Durdle",54,4,0,4,2533.33,$993.66,$333.18,633.332500
1101,"Haily McWilliams",54,5,0,5,944.02,$260.14,"$1,167.18",188.804000
1147,"Tate Studholme",54,6,0,6,1729.60,$820.78,"$1,105.75",288.266667
1184,"Auberta Teodori",54,6,0,6,2840.14,$950.52,$230.09,473.356667
1190,"Sib Gilby",54,6,0,6,2041.90,$748.90,$136.73,340.316667
1217,"Dulcinea Janssen",54,7,0,7,1642.91,$954.82,"$1,479.11",234.701429
1637,"Timothee Mervyn",54,8,0,8,3686.27,$818.01,$151.96,460.783750
1697,"Eddi Mansbridge",54,5,0,5,2263.20,$778.69,"$1,580.47",452.640000
1759,"Quillan Shortland",54,6,0,6,1500.22,$525.33,"$1,167.18",250.036667
1857,"Purcell Chinnery",54,5,0,5,1889.18,$820.78,"$1,043.77",377.836000
1914,"Clyve Sandwick",54,8,0,8,1379.13,$84.99,"$1,082.36",172.391250
1995,"Mabel Sallter",54,6,0,6,3151.07,$933.84,$137.90,525.178333
2064,"Reynard Jaffrey",54,5,0,5,1065.99,$57.74,"$1,479.11",213.198000
2076,"Beatriz Tweddle",54,8,0,8,3232.57,$795.10,"$1,516.13",404.071250
2096,"Torrie Smartman",54,5,0,5,2379.00,$829.65,"$1,531.42",475.800000
2152,"Junina Labone",54,9,0,9,2225.25,$612.88,"$1,082.36",247.250000
2428,"Pauly Keightley",54,9,0,9,3704.54,$74.51,$173.18,411.615556
2430,"Humbert Dikles",54,4,0,4,720.50,$45.26,$131.92,180.125000
2497,"Gustav Aaronsohn",54,4,0,4,1284.05,$762.63,$431.45,321.012500
2524,"Rustie Kingsland",54,6,0,6,2162.60,$612.88,$125.07,360.433333
2526,"Izaak Dopson",54,6,0,6,1962.07,$84.99,"$1,610.90",327.011667
2633,"Shayla Colnett",54,9,0,9,3827.48,$993.66,"$1,259.36",425.275556
2721,"Alf Farnie",54,2,0,2,637.54,$388.72,$248.82,318.770000
2756,"Cymbre Sloey",54,4,0,4,629.74,$582.48,"$1,479.11",157.435000
2788,"Melantha Pickburn",54,11,0,11,5357.26,$863.95,"$1,082.36",487.023636
2842,"Olimpia Traynor",54,3,0,3,724.36,$381.10,$137.90,241.453333
2966,"Fredi Aldhous",54,5,0,5,770.20,$84.99,"$1,610.90",154.040000
3005,"Rafaellle Tantrum",54,3,0,3,1080.24,$400.91,$290.41,360.080000
3013,"Lorain Eddisforth",54,9,0,9,1887.83,$53.62,"$1,167.18",209.758889
3039,"Coralie Guitonneau",54,9,0,9,3889.86,$770.89,$141.40,432.206667
3048,"Kenon Messruther",54,13,0,13,5142.84,$99.59,"$1,234.29",395.603077
3074,"Tracie Grishaev",54,7,0,7,2282.52,$954.82,"$1,759.85",326.074286
3390,"Fayth Baudins",54,5,0,5,2203.47,$954.82,$205.36,440.694000
60,"Nadiya Champerlen",53,2,0,2,879.68,$589.27,$290.41,439.840000
69,"Heidi Milner",53,6,0,6,1867.71,$709.48,"$1,234.29",311.285000
74,"Pansy Kiddie",53,3,0,3,760.76,$525.33,"$1,259.36",253.586667
167,"Nathalie Tideswell",53,9,0,9,1624.34,$74.51,"$1,105.75",180.482222
234,"Mead Alpes",53,9,0,9,3548.21,$954.82,"$1,759.85",394.245556
289,"Modestia Lithgow",53,9,0,9,3786.11,$818.01,"$1,610.90",420.678889
391,"Duffie Woodier",53,4,0,4,1817.81,$778.69,$125.07,454.452500
562,"Lindy Fitzpayn",53,5,0,5,1561.93,$764.96,$211.37,312.386000
710,"Benton Oakly",53,7,0,7,1633.27,$762.63,"$1,759.85",233.324286
731,"Lorenza Cawthorne",53,5,0,5,1746.67,$75.26,$205.36,349.334000
849,"Sylvan Capper",53,6,0,6,1802.45,$99.59,$161.60,300.408333
864,"Regen Nares",53,6,0,6,2881.59,$933.84,"$1,531.42",480.265000
948,"Yardley Argo",53,3,0,3,2118.75,$954.82,$230.09,706.250000
1036,"Randene Ingle",53,5,0,5,3338.26,$874.90,$205.36,667.652000
1096,"Jakie Mungham",53,5,0,5,1778.52,$84.99,$173.18,355.704000
1115,"Merola Stutard",53,9,0,9,3557.44,$874.90,"$1,082.36",395.271111
1178,"Angelo Byne",53,8,0,8,3977.56,$826.51,"$1,082.36",497.195000
1192,"Hollyanne McCarter",53,5,0,5,1329.24,$707.40,"$1,580.47",265.848000
1237,"Junia Humerstone",53,11,0,11,4287.28,$709.48,"$1,105.75",389.752727
1305,"Averil Gentiry",53,5,0,5,2037.79,$649.49,$136.73,407.558000
1314,"De Eilhart",53,6,0,6,3327.52,$950.52,$141.40,554.586667
1406,"Georges Tilne",53,6,0,6,2208.65,$954.82,$137.90,368.108333
1490,"Lusa Hargerie",53,4,0,4,932.33,$596.55,"$1,479.11",233.082500
1513,"Wendel Cator",53,6,0,6,2518.41,$954.82,"$1,043.77",419.735000
1537,"Andres Beranek",53,9,0,9,3444.86,$954.82,"$1,043.77",382.762222
1596,"Vinnie Sails",53,4,0,4,1991.74,$863.95,$154.40,497.935000
1644,"Gaby Harriot",53,7,0,7,2040.36,$667.40,"$1,516.13",291.480000
1700,"Rana Streets",53,7,0,7,3527.15,$954.82,$290.41,503.878571
1796,"Cayla Marcus",53,2,0,2,250.14,$125.07,$125.07,125.070000
1884,"Aurore Buckmaster",53,7,0,7,3322.01,$993.66,$136.73,474.572857
1922,"Ailene Tomkies",53,3,0,3,1771.66,$863.95,$400.13,590.553333
2007,"Gail Scarrisbrick",53,4,0,4,1707.64,$677.48,$260.14,426.910000
2040,"Gal Scardafield",53,2,0,2,583.48,$582.48,"$1,082.36",291.740000
2088,"Ernie Wankel",53,7,0,7,1401.15,$667.40,"$1,167.18",200.164286
2098,"Ame Tossell",53,6,0,6,1920.59,$764.96,"$1,259.36",320.098333
2106,"Antons Ley",53,4,0,4,973.40,$582.48,"$1,082.36",243.350000
2171,"Laryssa Maes",53,6,0,6,3248.71,$954.82,$376.84,541.451667
2237,"Julia Walden",53,7,0,7,1950.27,$84.99,"$1,203.40",278.610000
2240,"Niall Hallifax",53,12,0,12,5148.93,$954.82,"$1,105.75",429.077500
2310,"Jed Humpherston",53,6,0,6,2626.36,$954.82,"$1,479.11",437.726667
2418,"Elspeth Brazil",53,7,0,7,1175.50,$820.78,"$1,203.40",167.928571
2473,"Davon ",53,5,0,5,1655.95,$649.49,$131.92,331.190000
2559,"Fulvia Bernini",53,7,0,7,2268.13,$733.58,$131.92,324.018571
2565,"Joannes Harbron",53,9,0,9,4020.15,$99.59,$137.90,446.683333
2771,"Jamie Gildersleeve",53,5,0,5,2215.38,$950.52,"$1,610.90",443.076000
2809,"Jenilee Lonsbrough",53,3,0,3,1307.62,$594.68,$205.36,435.873333
2885,"Minnie Rolley",53,9,0,9,5457.38,$954.82,"$1,759.85",606.375556
2896,"Chryste Deaville",53,2,0,2,1328.67,$863.95,$464.72,664.335000
2916,"Lauren Adolfson",53,7,0,7,1433.45,$826.51,"$1,259.36",204.778571
2957,"Hurlee Helleckas",53,3,0,3,1093.74,$829.65,$206.35,364.580000
3010,"Tobye Cock",53,5,0,5,2498.29,$764.96,$400.13,499.658000
3158,"Korey Lansbury",53,6,0,6,2143.74,$689.18,"$1,516.13",357.290000
3199,"Florry Neasam",53,8,0,8,2843.85,$818.01,"$1,531.42",355.481250
3230,"Calida Clardge",53,5,0,5,1808.38,$826.51,$154.40,361.676000
3451,"Ruprecht Loreit",53,9,0,9,2650.08,$863.95,$125.07,294.453333
3454,"Akim Mathes",54,5,0,5,1445.19,$528.43,"$1,167.18",289.038000
3489,"Margo Fletcher",53,6,0,6,2466.34,$954.82,"$1,580.47",411.056667
171,"Halli Davidoff",52,8,0,8,2935.24,$84.99,"$1,580.47",366.905000
270,"Auberta Roundtree",52,7,0,7,2788.40,$954.82,$211.37,398.342857
417,"Fernandina Brambley",52,7,0,7,2145.14,$826.51,"$1,259.36",306.448571
489,"Tresa Reeks",52,5,0,5,3377.01,$954.82,$215.14,675.402000
502,"Rica Raveau",52,5,0,5,1892.73,$829.51,$101.58,378.546000
508,"Abagail Tordiffe",52,6,0,6,4114.84,$950.52,$400.13,685.806667
627,"Shanta Knill",52,5,0,5,2189.26,$707.40,$234.43,437.852000
645,"Randolf Durant",52,7,0,7,2337.76,$764.96,"$1,479.11",333.965714
682,"Ole Euplate",52,7,0,7,2851.41,$954.82,$161.60,407.344286
693,"Bambi Hebblethwaite",52,5,0,5,1645.64,$993.66,"$1,259.36",329.128000
872,"Suki Ivachyov",52,1,0,1,215.14,$215.14,$215.14,215.140000
894,"Catie Kibbey",52,8,0,8,2745.81,$818.01,"$1,203.40",343.226250
985,"Aryn O'Halloran",52,4,0,4,1050.98,$589.27,"$1,203.40",262.745000
1222,"Barbey Ville",52,3,0,3,748.62,$448.90,"$1,531.42",249.540000
1261,"Candice Lohde",52,6,0,6,2212.76,$826.51,"$1,082.36",368.793333
1307,"Emlyn Musgrave",52,9,0,9,4257.06,$863.95,"$1,105.75",473.006667
1346,"Woody Dowthwaite",52,9,0,9,2689.42,$950.52,"$1,105.75",298.824444
1360,"Maurice Blas",52,3,0,3,1570.17,$667.40,$388.92,523.390000
1465,"Wilona Osgood",52,4,0,4,1077.93,$507.58,"$1,203.40",269.482500
1518,"Dallon Greatreax",52,5,0,5,1904.47,$993.66,"$1,610.90",380.894000
1615,"Evvie Crack",52,6,0,6,3503.19,$933.84,$108.76,583.865000
1634,"Jordana Beach",52,4,0,4,913.58,$74.51,"$1,234.29",228.395000
2020,"Portia Proudlock",52,7,0,7,3851.10,$954.82,$297.43,550.157143
2023,"Marco Denziloe",52,10,0,10,5016.55,$829.65,$151.96,501.655000
2131,"Nettle Painter",52,6,0,6,1670.58,$829.51,"$1,259.36",278.430000
2215,"Viola Wadhams",52,2,0,2,595.68,$594.68,"$1,043.77",297.840000
2291,"Guido Meynell",52,1,0,1,594.68,$594.68,$594.68,594.680000
2579,"Celka Demsey",52,3,0,3,1500.34,$733.58,$151.96,500.113333
2616,"Andee Ormrod",53,11,0,11,5106.27,$874.90,"$1,610.90",464.206364
2666,"Lyle Eager",52,4,0,4,1351.23,$596.55,"$1,759.85",337.807500
2711,"Steven Keetley",52,6,0,6,3624.21,$874.90,$125.07,604.035000
2803,"Ailsun Hawlgarth",52,6,0,6,3779.23,$954.82,$131.92,629.871667
2846,"Bryana Lindell",52,4,0,4,1500.46,$829.65,"$1,516.13",375.115000
2940,"Wilek Adolf",52,7,0,7,2374.16,$826.51,$211.37,339.165714
3042,"Barris Trayton",52,6,0,6,1918.03,$820.78,"$1,610.90",319.671667
3127,"Tucker Lewsley",52,4,0,4,1938.28,$829.51,$260.14,484.570000
3138,"Wait Pardey",52,4,0,4,1916.15,$99.59,$45.26,479.037500
46,"Kaila Allin",51,5,0,5,1784.38,$993.66,"$1,516.13",356.876000
72,"Sammy Cheese",51,4,0,4,1489.07,$582.48,$101.58,372.267500
180,"Trisha Neasham",51,7,0,7,3905.22,$863.95,$363.25,557.888571
184,"Nappie Paolo",51,3,0,3,1553.53,$764.96,$260.14,517.843333
291,"Aime Burston",51,2,0,2,378.54,$205.36,$173.18,189.270000
319,"Madelle Matteris",51,5,0,5,1990.88,$933.84,"$1,105.75",398.176000
325,"Anthia Ghilardini",51,6,0,6,1912.66,$649.49,"$1,167.18",318.776667
405,"Vivien Urion",51,6,0,6,4130.54,$954.82,$459.71,688.423333
426,"Emlyn Anstice",51,9,0,9,3573.71,$675.03,$215.03,397.078889
443,"Lauree Leason",51,6,0,6,1851.40,$954.82,"$1,759.85",308.566667
507,"Gwen Jakubczyk",51,7,0,7,2043.60,$99.59,"$1,234.29",291.942857
605,"Bart Creenan",51,8,0,8,3073.13,$954.82,"$1,082.36",384.141250
636,"Alejandrina Canavan",51,7,0,7,2285.06,$993.66,"$1,105.75",326.437143
711,"Audrey Vickerman",51,4,0,4,1099.21,$820.78,$13.44,274.802500
930,"Evelina Dinan",51,3,0,3,1989.76,$709.48,$612.88,663.253333
952,"Marina Andresen",52,5,0,5,2669.19,$99.59,$298.72,533.838000
976,"Andonis Slimmon",51,6,0,6,1837.11,$99.59,"$1,043.77",306.185000
1171,"Ilise Solloway",51,9,0,9,3684.59,$933.84,"$1,082.36",409.398889
1219,"Kaine Parkeson",51,3,0,3,1054.55,$589.27,$407.54,351.516667
1422,"Georgy Rickwood",51,8,0,8,2011.99,$521.94,"$1,167.18",251.498750
1483,"Beth Daile",51,8,0,8,3705.63,$748.90,$141.40,463.203750
1567,"Florri Ramsdell",51,7,0,7,2180.34,$874.90,"$1,203.40",311.477143
1611,"Terencio ",51,12,0,12,4877.01,$818.01,"$1,082.36",406.417500
1619,"Matteo Hallum",51,10,0,10,4434.32,$993.66,$205.36,443.432000
1635,"Indira Robotham",51,4,0,4,829.51,$826.51,"$1,259.36",207.377500
1685,"Marya Milington",51,2,0,2,1141.80,$764.96,$376.84,570.900000
1698,"Christabella Eldredge",51,8,0,8,2493.89,$75.26,"$1,580.47",311.736250
1821,"Fields Bayne",51,12,0,12,7051.70,$954.82,$215.03,587.641667
1855,"Foss Yanele",51,4,0,4,1390.29,$74.51,$205.36,347.572500
2002,"Matilde Hamsher",51,3,0,3,999.58,$84.99,$151.96,333.193333
2033,"Mar Philippon",51,7,0,7,3032.97,$829.65,"$1,082.36",433.281429
2105,"Terrance Goligher",51,5,0,5,2040.86,$954.82,$108.76,408.172000
2160,"Kettie Cantopher",51,6,0,6,3098.75,$770.89,"$1,082.36",516.458333
2183,"Jillie Fyndon",51,14,0,14,5977.26,$993.66,"$1,082.36",426.947143
2184,"Lamar Gladman",51,11,0,11,4867.15,$99.59,"$1,479.11",442.468182
2188,"Zonnya Fayter",51,6,0,6,1936.22,$778.69,$141.40,322.703333
2244,"Sidney Cargon",51,5,0,5,2558.02,$933.84,"$1,610.90",511.604000
2362,"Herbie Machans",51,3,0,3,1005.14,$950.52,"$1,043.77",335.046667
2382,"Turner Huggens",51,7,0,7,2068.34,$75.26,$215.14,295.477143
2480,"Adey Shevlin",51,5,0,5,3399.10,$863.95,$521.94,679.820000
2501,"Ora Meaddowcroft",51,7,0,7,1744.34,$826.51,"$1,082.36",249.191429
2509,"Danya Beadles",51,8,0,8,2742.52,$795.10,"$1,759.85",342.815000
2548,"Kristien Robberts",51,13,0,13,4923.88,$863.95,"$1,259.36",378.760000
2627,"Hildegaard Gennrich",51,6,0,6,3367.08,$993.66,"$1,580.47",561.180000
2852,"Clarinda Noen",51,6,0,6,2904.54,$99.59,"$1,516.13",484.090000
2923,"Julie Kennagh",51,7,0,7,3263.93,$933.84,$161.60,466.275714
2945,"Arlan ",51,3,0,3,528.88,$312.74,"$1,759.85",176.293333
2973,"Torr Mintram",51,4,0,4,1856.70,$820.78,$230.09,464.175000
3018,"Ainsley Nissle",51,5,0,5,953.78,$57.74,"$1,082.36",190.756000
3081,"Dodi Volker",51,6,0,6,622.25,$44.71,"$1,082.36",103.708333
3083,"Cirillo Duprey",51,6,0,6,2057.56,$950.52,$53.62,342.926667
3178,"Gan Marrion",51,5,0,5,2017.72,$707.40,$161.60,403.544000
3213,"Marcile Vasiliev",51,5,0,5,2240.56,$863.95,$173.18,448.112000
3239,"Wendi Hew",51,6,0,6,1347.72,$400.13,"$1,259.36",224.620000
3331,"Claire Trahar",51,5,0,5,2932.94,$820.78,"$1,610.90",586.588000
3362,"Piotr Saladin",51,3,0,3,259.17,$84.99,"$1,167.18",86.390000
3389,"Margo Saltmarshe",51,6,0,6,1645.54,$75.26,$205.36,274.256667
3398,"Alberik Looks",51,5,0,5,2206.47,$675.03,$125.07,441.294000
9,"Mala Lind",50,6,0,6,3004.44,$826.51,$136.73,500.740000
136,"Mel Bennet",50,8,0,8,3062.03,$954.82,"$1,043.77",382.753750
296,"Marshal Rathbone",50,3,0,3,1501.07,$950.52,$260.14,500.356667
323,"Celka Goodrich",50,6,0,6,2971.38,$954.82,$137.90,495.230000
430,"Janice Himsworth",50,6,0,6,1869.34,$778.69,$13.44,311.556667
483,"Bertrand Penkethman",50,7,0,7,1439.31,$99.59,"$1,516.13",205.615714
558,"Allene Claypole",50,7,0,7,1046.76,$99.59,"$1,167.18",149.537143
595,"Nikola Jeanon",50,3,0,3,1257.26,$954.82,$248.82,419.086667
620,"Willy Langley",50,8,0,8,1831.05,$7.21,"$1,610.90",228.881250
699,"Mirabella Richter",50,3,0,3,1679.57,$954.82,$649.49,559.856667
749,"Andreas Cosin",50,9,0,9,2471.95,$521.94,"$1,531.42",274.661111
831,"Teddy Keijser",50,5,0,5,752.35,$99.59,"$1,610.90",150.470000
834,"Rudolf Brandes",50,4,0,4,1293.76,$707.40,"$1,580.47",323.440000
867,"Lura MacKim",50,6,0,6,2001.32,$954.82,"$1,203.40",333.553333
928,"Porty Clemmitt",50,8,0,8,3571.97,$99.59,$215.14,446.496250
1166,"Fannie Devil",50,6,0,6,1908.80,$820.78,"$1,043.77",318.133333
1257,"Prentiss MacVicar",50,3,0,3,917.76,$448.90,$234.43,305.920000
1317,"Barrett Lindley",50,9,0,9,3611.17,$993.66,"$1,516.13",401.241111
1368,"Aarika Magog",50,6,0,6,3301.35,$863.95,$205.36,550.225000
1388,"Carny Shilstone",50,6,0,6,2445.87,$614.80,$215.03,407.645000
1445,"Bettine Yoselevitch",50,6,0,6,2344.94,$778.69,"$1,105.75",390.823333
1560,"Tymon Blackstone",50,3,0,3,861.41,$770.89,$45.26,287.136667
1641,"Vasily Sturgeon",50,9,0,9,4066.68,$829.51,"$1,082.36",451.853333
1870,"Alikee Sjollema",50,7,0,7,1763.66,$614.80,"$1,610.90",251.951429
1872,"Leif Feeney",50,6,0,6,1306.82,$863.95,"$1,043.77",217.803333
1880,"Garrett Dommett",50,5,0,5,1934.22,$954.82,$13.44,386.844000
1890,"Carce Gunthorp",50,9,0,9,2949.75,$820.78,"$1,203.40",327.750000
2012,"Maisey Lavell",50,5,0,5,1673.29,$707.40,"$1,105.75",334.658000
2264,"Tony Shirley",50,6,0,6,1474.38,$614.80,"$1,167.18",245.730000
2381,"Dulsea Pladen",50,7,0,7,2572.86,$764.96,"$1,043.77",367.551429
2451,"Upton Orford",50,3,0,3,1645.03,$649.49,$380.74,548.343333
2510,"Nealson Lowdham",50,6,0,6,2633.74,$826.51,$141.40,438.956667
2637,"Marcile Christley",50,11,0,11,2673.06,$99.59,$206.35,243.005455
2646,"Jesselyn Di Biaggi",50,5,0,5,1459.07,$589.27,"$1,516.13",291.814000
2850,"Andie Shorto",50,8,0,8,1524.06,$57.74,"$1,105.75",190.507500
2965,"Lynna Greenrod",50,6,0,6,2205.79,$667.40,"$1,531.42",367.631667
2997,"Jo-ann Carlile",50,6,0,6,2216.12,$612.88,"$1,043.77",369.353333
3007,"Tudor Pepper",50,7,0,7,2813.75,$778.69,"$1,234.29",401.964286
3051,"Edi Lugton",50,4,0,4,2152.79,$954.82,"$1,580.47",538.197500
3092,"Hallie Blackden",50,3,0,3,2403.42,$933.84,$594.68,801.140000
3220,"Hunt Linn",50,8,0,8,3312.08,$795.10,$260.14,414.010000
3226,"Andi Whittet",50,4,0,4,851.37,$7.21,$137.90,212.842500
3243,"Tim Besset",50,4,0,4,1544.03,$954.82,"$1,259.36",386.007500
3274,"Tory Dosdell",50,5,0,5,1930.90,$954.82,$136.73,386.180000
3292,"Hamlen Slograve",50,1,0,1,45.26,$45.26,$45.26,45.260000
3314,"Blakelee Tassel",50,6,0,6,2304.11,$820.78,"$1,610.90",384.018333
3323,"Cortie Hamshar",50,5,0,5,2129.47,$818.01,"$1,580.47",425.894000
3327,"Roma Le Gallo",50,8,0,8,2537.27,$614.80,$161.60,317.158750
3408,"Becka Bysaker",50,5,0,5,1567.12,$818.01,"$1,531.42",313.424000
3417,"Deedee Coxall",50,8,0,8,3548.14,$950.52,"$1,043.77",443.517500
68,"Dahlia Eddoes",49,3,0,3,1285.42,$507.58,$388.92,428.473333
87,"Fields Langdon",49,9,0,9,3020.68,$733.58,"$1,234.29",335.631111
147,"Rea Pattrick",49,6,0,6,2002.16,$99.59,"$1,043.77",333.693333
186,"Mireielle Jeppe",49,6,0,6,3384.68,$820.78,$215.14,564.113333
211,"Beitris ",49,9,0,9,5983.71,$954.82,$151.96,664.856667
227,"Wendall McKeand",49,5,0,5,1683.10,$675.03,$101.58,336.620000
305,"Cris Chellam",49,7,0,7,3684.38,$778.69,$151.96,526.340000
306,"Ruy Adanet",49,2,0,2,1123.11,$594.68,$528.43,561.555000
340,"Joshuah Purvey",49,8,0,8,3783.42,$950.52,"$1,516.13",472.927500
344,"Carlene Eyckelbeck",49,9,0,9,2083.21,$598.76,"$1,203.40",231.467778
378,"Raquela Yuille",49,7,0,7,2591.59,$84.99,$205.36,370.227143
468,"Valeria Ladyman",49,6,0,6,3201.27,$950.52,$388.92,533.545000
484,"Mason Kohrsen",49,5,0,5,2230.72,$795.10,"$1,759.85",446.144000
497,"Allissa Brinklow",49,4,0,4,1710.67,$874.90,$137.90,427.667500
543,"Mikey Rizzetti",49,5,0,5,2681.65,$954.82,$407.54,536.330000
639,"Mayor Ismay",49,6,0,6,3315.20,$863.95,$151.96,552.533333
646,"Rowena Parchment",49,4,0,4,2276.11,$770.89,$388.92,569.027500
707,"Homere Rounds",49,6,0,6,2585.51,$778.69,"$1,610.90",430.918333
729,"Ammamaria Standbridge",49,10,0,10,3797.80,$826.51,"$1,531.42",379.780000
733,"Ham Mayoh",49,10,0,10,5119.81,$863.95,"$1,203.40",511.981000
